0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-686.9191,61.123344,2.5405025,10.9715185,3.7953916,0.80897176,-9.176734,-7.265129,-8.966447,2.5034087,0.24988313,-0.3967944,-4.59945,2.6399708,-4.737,-3.4636295,-2.514177,-0.22409122,-7.192391,-1.9324526,-0.86773056,-6.7013493,-0.052027155,-3.6391788,-2.0477464,-1.9195056,-3.133831,-2.4879432,-4.492255,-1.9692993,-4.762158,-3.2262833,-1.0093899,-2.4001968,-5.5862436,-4.0078335,-4.7252464,-1.6970766,-3.072612,-3.0165877,calm
-668.90643,55.82618,-3.9732177,15.720698,1.9733521,0.3239518,-10.940855,-10.350809,-7.8474603,4.35028,-1.7437781,-1.1285871,-6.5919466,1.5194528,-3.3632033,-4.3893337,-1.6450227,0.1624513,-7.0065837,-2.9840715,-1.5194092,-5.064893,0.11078741,-3.6304882,-1.953668,-1.0980228,-2.627559,-3.4342535,-4.9722886,-3.487392,-4.06535,-3.507423,-0.88325894,-2.424761,-4.788004,-4.8025975,-4.2503304,-1.4319177,-3.4701571,-2.215283,calm
-630.45715,55.867435,-4.979801,14.739829,-2.5306978,-4.5044365,-8.41719,-11.746237,-6.677539,-0.18874924,-8.717993,2.0325105,-7.7478805,1.795942,-3.725654,-7.315066,-1.8727866,-3.181931,-5.677487,-1.3824292,-2.79315,-6.3758187,-1.2477865,-4.8921747,-2.3072746,-2.25772,-3.1288693,-1.842168,-3.928602,-2.3132567,-4.968691,-3.626718,-2.9792447,-1.5363977,-1.7037843,-1.7103014,-0.59124386,1.04488,1.9271852,0.15475364,happy
-610.44104,53.99922,-5.3351502,17.487257,0.5840202,-5.2091784,-6.7027903,-12.645888,-6.5600233,2.132213,-8.050623,4.7784224,-7.43439,2.428377,-2.5670373,-7.3767414,0.28096595,-0.9700746,-6.522824,-1.1504307,-4.0652704,-6.1752806,0.6550021,-3.5266147,-1.5745766,-2.7269566,-2.6747057,-1.109291,-3.9976094,-2.0407586,-3.3120906,-2.849854,-1.1733274,-1.5325435,-2.602973,-1.9148966,0.49274766,1.4061241,1.7320032,-0.3016034,happy
-642.2877,55.037506,-1.9160802,12.414836,-2.0156431,-2.3739445,-9.399777,-13.630812,-8.167701,3.83564,-7.9405065,2.3867857,-6.022929,3.0067682,-3.4579952,-5.818965,-0.22162311,-3.1843925,-5.145038,-2.9960053,-1.8523782,-5.149644,-0.6790212,-3.6698463,-2.1969976,-0.11388054,-2.666569,-1.3095983,-3.6910834,-2.0201852,-4.91603,-2.8985739,-2.4099863,-0.9148788,-3.0563886,-3.3289592,-2.9538903,-1.4425327,-0.7404412,-0.928265,happy
-635.2475,49.202507,2.4165487,17.493086,-2.6670847,0.13147056,-7.302733,-13.658002,-8.47994,1.58489,-5.8523593,2.718688,-6.5409904,2.144651,-4.294308,-6.4147935,-0.7298803,-2.8874538,-5.548649,-3.066944,-2.1007025,-6.3604665,-0.27007073,-4.1270947,-3.6063924,-1.6196612,-3.0847554,-1.5782106,-3.8431356,-2.15189,-4.347361,-3.092337,-2.462894,-1.8746338,-4.416956,-3.232889,-2.9400072,-2.7584543,-2.0254848,-3.2076821,happy
-583.36,43.150013,-6.5384254,5.18463,-3.1143625,-6.5896306,-14.885602,-9.659756,-13.814628,0.26580402,-8.950749,-0.31837317,-7.455852,-4.2042575,-4.2582,-6.7923617,-1.9750143,-5.5283375,-5.616402,-3.6430802,-3.8637102,-5.243133,-2.3468816,-2.5957174,0.6081737,2.6128848,0.7600461,-1.111865,-2.5742986,-0.7883146,0.87120914,3.2720969,5.638241,1.5137031,-0.75201344,-1.9587706,0.34368473,1.5014932,0.23747616,-0.057744943,happy
-553.57465,48.91684,-12.952394,7.261452,-0.29913318,-7.694326,-12.282985,-12.711638,-13.046574,5.287266,-9.938096,0.2090272,-5.4075084,-2.557074,-2.0916095,-9.486715,-2.880468,-4.60846,-6.4882245,-5.0131264,-3.1643007,-5.3609853,0.30568895,-1.2027061,-2.5034292,1.7927383,-3.084338,-0.44152254,1.4316888,2.0335398,0.5650699,1.1861478,5.2177835,5.8749285,3.9789286,-0.19092843,-1.3322588,-0.009385661,1.0329103,0.95634955,happy
-503.08575,39.78973,-10.324123,7.5529356,-3.3693516,-6.966097,-12.936036,-17.03373,-11.435111,2.3219385,-11.891728,2.3478205,-8.700292,-1.8156295,-3.6462548,-9.3863,-1.4114769,-5.0473466,-7.092817,-3.6711113,-4.3141913,-6.7774715,-2.6687493,-5.336925,-3.78108,-3.4678335,-3.9271064,0.4783893,-0.6407532,2.2411706,0.7355012,1.31669,2.7451584,3.877337,1.4094225,2.1675696,1.4922891,2.0019474,0.6603606,1.0310086,happy
-526.51434,41.774994,-10.23309,6.639671,-5.4021134,-6.8967876,-13.2857065,-16.582832,-13.383806,-0.15519713,-9.379372,1.9313933,-7.503062,-4.0399346,-3.8342793,-9.434367,-2.8965325,-2.8969157,-7.6374116,-4.1221166,-3.7078984,-7.956982,-2.2462626,-4.691671,-5.184383,-2.3231485,-4.5779715,-2.30104,-2.9138703,-1.9665053,0.8899268,1.2672856,4.0806904,1.5856194,1.2744671,1.719323,2.712004,3.7302961,2.077237,0.29313877,happy
-672.7284,55.77523,-3.1129756,18.028957,-1.4335192,-2.252036,-8.515459,-13.021949,-7.1342263,-4.1063676,-2.4366107,-1.3419678,-7.6803346,-0.2637371,-4.310336,-5.830369,-4.644599,-0.94201076,-7.058637,-3.629561,-2.968434,-5.893804,-1.3326815,-4.283811,-3.5651877,-1.7799516,-3.0058248,-2.1791606,-2.9106324,-2.5604255,-3.5242553,-4.792775,-3.014993,-2.2785518,-3.826101,-3.5893495,-4.682611,-3.098888,-1.9496987,-0.79364735,sad
-681.96356,58.02662,-2.5547314,19.68594,0.22005633,0.81837016,-6.6955466,-12.032257,-8.550062,-1.6657432,-2.971945,-2.1806092,-4.07887,-0.061407737,-3.2698057,-3.7516232,-2.5935395,-0.10315602,-6.6043143,-2.191797,-1.3615562,-5.4977603,-0.47186008,-3.7744203,-2.65704,-2.5590901,-2.8405979,-1.1531737,-3.2764027,-2.4914508,-3.1504493,-3.616336,-0.7695194,-2.4730167,-3.4589808,-3.471296,-4.007224,-1.753068,-2.157662,-1.7318629,sad
-724.4271,53.297283,-4.5298085,16.7132,-0.9276189,-1.3124739,-7.092736,-12.51305,-7.2463946,-0.45863613,-2.4520855,-1.3620142,-4.7447734,-1.5458097,-1.8867593,-7.5122147,-3.1223168,0.34618106,-6.5197644,-3.1147697,-3.152161,-5.3291225,-0.5472913,-2.7275996,-1.4252182,-2.2857177,-1.5675633,-1.2864598,-4.8794756,-1.545661,-2.529805,-2.6857412,-0.97335106,-1.1658062,-4.195448,-3.8895957,-3.0973337,-0.96256304,-2.9134917,-2.0929763,sad
-701.0445,54.44521,-0.4049592,17.8413,-1.1384578,2.431451,-6.1469903,-14.266606,-7.67157,-1.7921934,-3.7964807,-0.09160047,-6.4959555,-0.11839568,-0.2261176,-5.3769064,-3.526409,0.086576305,-6.5295744,-3.3115735,-1.7347175,-4.7812905,-0.88569915,-2.8280172,-4.372595,-2.4995618,-1.1143954,-0.96167123,-2.3979676,-1.7441478,-3.665961,-3.711598,-1.9316473,-1.8705069,-2.6049128,-2.9000554,-4.248012,-1.7041258,-1.6811366,-1.0290935,sad
-662.76855,57.459587,0.21676026,20.185051,-0.37687132,-0.37804812,-6.6512504,-11.146194,-4.3147206,-1.6670628,-3.693871,0.118334375,-6.696316,1.2973347,-2.7614708,-4.8621016,-3.1840909,-0.64153564,-4.528494,-1.932433,-2.3106105,-6.0992346,-0.49083224,-3.3191981,-1.256897,-0.56151986,-1.2056416,-2.0234268,-2.136609,-2.6373315,-2.9630263,-3.6612482,-1.5013918,-2.691962,-3.1587722,-3.276349,-4.145685,-1.6096685,-2.7971153,-2.111292,sad
-616.8271,44.23982,-5.2711854,11.771112,-1.7386246,-7.5685825,-9.501716,-14.605355,-9.768209,-0.75349635,-9.061224,1.7024544,-8.848171,-0.9407767,-4.2605186,-8.634584,-0.28577876,-2.6413653,-6.459941,-3.5554078,-6.8571253,-5.04352,-2.7579088,-3.0920632,-4.2658415,-2.2309275,-2.35457,-2.1765893,-3.8850625,-2.9653676,-3.0803459,-2.672206,1.168835,-1.126363,-3.0754528,-2.7981997,-2.2706347,0.12884639,1.8956788,1.232263,sad
-607.59204,47.290607,-5.044448,14.773358,-1.9965518,-5.101157,-10.1614485,-18.814419,-10.666623,-0.9833597,-9.092742,1.2695628,-8.530095,0.24536198,-2.8252823,-7.3780737,-3.444519,-2.8708837,-7.220949,-5.453363,-2.2489898,-8.127129,-2.3995879,-4.4927125,-4.974433,-2.2132947,-3.236595,-2.640772,-3.7054257,-3.1644735,-3.624842,-3.839618,-1.8456197,-0.23962419,-0.77696544,-0.4044966,-0.5745076,-0.1107777,-0.32642636,-1.1931366,sad
-592.31415,43.42494,-3.4133027,13.357785,-3.3679233,-5.076571,-10.802098,-16.315866,-9.235199,0.0044809487,-7.693469,0.98567915,-9.418076,0.41954497,-3.6065538,-7.9078026,-2.8181894,-2.9528646,-6.709304,-3.4985952,-2.116144,-7.4373093,-0.87456805,-4.727278,-2.9430761,-2.7735088,-3.2431715,-2.0802298,-4.023127,-3.2145774,-4.1000843,-3.2657216,-1.905841,-1.3390651,-3.5066867,-2.276798,-2.448184,0.30356243,0.7655723,0.7631493,sad
-534.1098,35.06033,-3.6560073,11.643376,-5.765654,-3.52353,-3.6783059,-10.033033,-10.019184,0.76875436,-6.6859546,0.18808466,-6.990597,-1.0037789,-5.6587152,-4.0549912,-3.0982747,-4.159462,-5.040137,-3.8348267,-3.9680016,-5.3030844,-2.009447,-3.680477,-2.145709,0.56602156,-2.7114122,1.2451675,-1.0693843,-1.3172171,-2.9968736,-1.2655867,-0.7626569,-0.23593192,-2.5347018,-2.5433168,-2.4014792,-0.78856426,2.9179308,2.977978,angry
-518.9275,34.162743,-5.1913805,7.50157,-7.5327907,-4.4313946,-11.0487,-12.987125,-11.184132,-3.4142234,-9.008858,-2.2614834,-7.0993357,-2.4213202,-7.637121,-5.395866,-3.87225,-6.0965223,-4.156433,-3.9147553,-1.1597837,-2.3402503,-1.1090732,-1.5914149,-2.0349088,-1.2387712,-3.6030688,-0.7611204,-2.8567033,-1.8066397,-3.0896065,-0.72040814,0.8906677,1.7511206,1.2931174,-0.026550109,-0.4587803,1.4717051,3.042428,1.4907404,angry
-565.17395,40.04382,-0.6714858,10.549694,-3.9891093,-3.1697764,-8.413325,-13.443409,-8.740061,-2.322518,-6.0531073,-0.5186858,-7.358744,0.73698443,-5.281987,-6.277998,-1.6708833,-4.4043775,-6.9103847,-3.173547,-3.1611886,-6.023413,-2.326951,-4.103058,-3.6489646,-1.1909189,-3.365146,-0.6252768,-2.0361161,-0.23423064,-1.5641853,-1.5305057,-0.20209189,-0.40005046,-1.8113282,-1.1677176,-2.4479156,-0.20995584,0.13886368,0.07783752,angry
-526.50165,40.157192,-3.7107759,9.029381,-4.6385283,-3.5550866,-7.3721585,-15.200227,-10.007251,-1.2391982,-7.865938,1.7082428,-8.515347,0.2906354,-4.9371796,-7.131447,0.182541,-5.358849,-6.425987,-1.7712705,-3.739887,-4.65411,-2.2481601,-5.057301,-3.8774292,-1.9354852,-2.7247963,-0.10466238,-1.6506298,0.73611087,-3.1577916,-1.4655035,0.20520099,0.052565712,0.11057337,-2.05805,-2.5049934,-1.6644537,0.05942868,1.1889985,angry
-337.0788,21.289509,-18.569527,-1.7703023,-12.4861765,-6.119775,-18.629168,-12.949826,-12.823606,-3.7442687,-7.5944734,-5.459085,-7.952972,-0.52728695,-5.966843,-3.0682147,3.9612706,3.1580765,4.722112,4.778444,4.929781,0.06745343,1.31026,-1.0573285,-0.31517696,3.8242912,-0.8676967,0.06787742,-0.8507474,1.8921633,-0.436146,-1.7053857,2.9770582,2.1481578,-0.80643696,-2.2718716,-0.2900752,2.3144586,0.6455208,0.7160777,angry
-357.5967,13.738476,-16.941147,-0.088568695,-12.121295,-8.32066,-13.465711,-13.714651,-15.484562,-2.4025073,-11.612834,-2.4840918,-6.8582754,-2.4883525,-8.773819,-10.244643,-5.135914,-8.973555,-6.800609,-1.5114775,-0.6201466,2.4711967,6.3484936,2.6737635,2.9368289,0.6062632,-1.1718069,4.839,2.2479513,0.10609915,-1.2976274,-0.8050469,2.6058912,2.0468168,-0.49974382,-1.7154429,0.8915843,1.6405675,0.26961747,-1.3359672,angry
-388.69843,23.0608,-14.3006315,3.2227256,-8.936086,-6.9043665,-14.3727,-15.4189,-12.954263,-1.6709663,-11.933053,-0.58095026,-8.355998,0.48237458,-5.708781,-7.060933,-1.1446853,-5.707696,-2.5953727,-0.46256924,-1.5817435,0.40315342,1.3695138,0.9485119,0.40355805,-0.15048769,-0.2145129,1.9844787,0.7509126,-0.06011332,-0.9106855,0.50374335,3.0067992,3.0428293,2.2476416,1.0387219,0.6017761,0.14234862,1.9289767,-0.038693868,angry
-288.90857,14.921856,-20.142448,-5.0634346,-10.984192,-12.164475,-18.107145,-14.147144,-15.000578,-0.4952363,-11.013198,-4.3453746,-6.3188195,-0.9245588,-3.9831674,-2.4972327,5.593486,2.3804286,0.17691259,1.9621694,1.4628844,1.0089245,0.35522065,-3.159737,-3.094279,-0.811471,-1.4034296,-1.06419,-2.4467034,-0.091108285,-0.793675,-0.23824494,1.0712223,1.9377407,0.59555984,-2.1782956,-1.9463574,0.790031,1.5675321,0.9526688,angry
-585.42163,54.89283,1.1281784,17.82814,1.1038953,-3.7837908,-8.544844,-14.353951,-5.0347285,-1.0709575,-0.09204646,4.124548,-5.2703013,5.985353,0.610719,-4.5776825,-0.70115733,-1.5178453,-4.8989997,-1.1167289,-2.628629,-4.780363,0.38165691,-2.4690273,-0.39047417,-1.5422729,-2.854762,-0.30696112,-2.3230631,-1.5969841,-2.1790447,-3.7054,-1.1109202,0.34904766,-0.9580934,0.21752565,0.18665065,1.9514309,2.4110234,0.64269,fearful
-597.3476,50.832203,-7.697398,12.010177,-1.7033879,-6.538419,-13.280706,-18.466244,-8.700667,-2.201096,-7.6589227,0.48283347,-8.343634,2.883228,-2.5780983,-7.7368937,-2.4881597,-3.2238884,-6.014408,-2.5115654,-4.2593727,-6.05619,-1.8072731,-4.3882046,-3.3200758,-1.8388408,-4.0412364,-3.3082876,-2.7938447,-1.7496914,0.27345762,0.12670182,2.0307696,2.9186273,-0.2587886,-0.8188269,0.85319716,1.5963842,4.564133,3.2598505,fearful
-610.93085,58.370262,7.785134,20.355032,5.325986,2.374259,-6.799656,-9.678344,-3.147436,1.362058,-0.48060757,3.3849916,-3.2195525,4.630361,1.3569384,-2.7364092,0.07695193,3.0693176,-4.8947663,-1.4020708,-0.81097984,-4.5893383,-0.847049,-2.2650106,-1.4819398,-0.67499155,-2.6837091,-1.113856,-1.6238526,-2.0844486,-2.7753706,-3.5545187,-1.4613996,-0.2912095,-2.983248,-3.136524,-3.2537909,-2.4185672,-1.9270943,-2.3247817,fearful
-612.5529,53.889812,-3.7434149,17.91418,0.41220954,-0.8162264,-11.146975,-12.871498,-3.7252798,0.24591942,-2.1550515,0.19607252,-3.8417132,2.5469985,-1.5852225,-3.8759174,-2.0235302,2.8223634,-6.389602,-0.84082973,-2.3149667,-4.731498,-0.86667675,-4.3341026,-2.189732,-1.7066331,-2.8553877,-1.451145,-1.7747812,-3.4398692,-3.9093938,-4.1844034,-0.7140457,-0.8617253,-3.6677828,-3.193767,-4.953271,-1.6684967,-1.5152452,-1.9421151,fearful
-423.80832,45.131237,-13.464017,6.4146676,1.9310359,2.892967,-14.218828,-15.36596,-7.0193167,4.7091093,-5.484742,1.3121451,-4.3330336,6.150116,5.626085,-5.5166945,-1.7878773,-1.9228008,-4.4067035,1.0454457,0.14039746,1.280916,3.689897,3.9206166,2.237378,5.8878818,1.1837678,6.453351,5.3322773,3.627366,1.5581335,-2.3688033,3.1081316,4.8764052,2.431719,-0.058953255,0.98662394,2.8471963,2.483381,2.2272136,fearful
-396.6488,38.199005,-22.49627,0.34208736,0.44255283,-5.596262,-18.468758,-18.70611,-12.126816,-2.9499695,-11.739364,-4.813941,-7.038332,2.054777,-1.5675294,-10.934949,-2.1876025,-2.6739235,-6.0100126,-2.3124688,2.1395888,3.8409853,7.5924377,7.0653625,4.224449,5.5333114,3.7725847,8.376003,5.155147,1.5204344,-1.3496859,-1.5839882,3.510951,3.2562685,-0.9099432,-2.9319098,-0.04721356,1.7353857,-2.180329,-1.7916034,fearful
-358.86203,33.996143,-18.132303,-0.84328765,-7.0398345,-2.8007836,-21.32845,-19.60823,-14.337022,-2.1742592,-10.316867,-6.3446107,-10.561126,0.1555473,0.41272253,-10.751651,-1.4621891,-3.6902034,-3.42637,-0.9102843,1.9017408,3.110002,10.189567,9.601859,6.4783797,4.0952525,-0.9666162,2.566577,3.336705,4.6479044,-0.17321424,-2.1401236,3.609587,4.8673887,0.9124597,-0.7178333,-2.6416593,1.394856,1.1393319,-0.20875762,fearful
-415.0815,40.088867,-18.888485,-0.32621834,-0.13188894,-4.940946,-21.229567,-17.364386,-15.647345,4.0406246,-9.827581,-5.9945445,-8.436478,1.4975334,-0.6033135,-11.257236,-0.9508744,-3.6139622,-6.509911,-1.7037287,1.1910247,1.7694398,5.7125993,7.1482043,5.939931,8.430086,3.3261623,5.536692,2.9217527,2.7018962,0.9393667,0.6779958,4.690975,1.4882098,-0.3420112,-1.1328533,1.8422259,2.2599447,-0.23905149,-1.1803694,fearful
-627.3192,56.216545,-3.4371235,11.733027,0.69679856,-3.745899,-10.156171,-13.524228,-9.440399,0.33517608,-8.713411,-2.2213387,-8.315494,0.52019083,-6.9529057,-4.467168,-4.4783688,-2.2733738,-5.5662403,-0.24690312,-5.7515273,-3.5247817,-1.7255514,-3.7653122,-1.9224005,-1.9132242,-1.1341015,-0.37382004,-0.7119458,-0.88059306,-1.4774157,-1.2686558,-1.7613114,-0.1402639,-2.0833356,-2.7192948,-2.6293032,-1.2753512,0.5340068,-0.67498404,disgust
-610.0467,48.91949,-2.1114726,5.711368,1.5331538,-6.292975,-10.528918,-12.52309,-9.895693,0.47401738,-8.091948,-2.950569,-5.3332,-0.8073389,-5.3990183,-4.077738,-1.9717956,0.046062093,-4.3099504,-0.34640136,-5.571879,-2.5736477,-1.2793788,-3.7462928,-2.4595473,-0.60670674,-0.124061584,-0.31362814,-0.78284806,-0.84407306,-2.245984,0.31323647,0.8327356,1.3147345,-0.013184204,-1.7548816,-1.2638246,2.0131714,2.5924478,3.3716831,disgust
-647.45825,64.33894,1.1708485,11.410247,-1.4464147,1.6445507,-15.29606,-10.88194,-5.3174853,-1.7082732,-4.7275105,-1.2877408,-8.596851,0.10555581,-3.8500159,-5.10487,-1.5517476,-3.039571,-9.1161995,-0.90377176,-3.0311086,-5.0359945,-3.4626951,-3.2924929,-3.3701077,-1.8415531,-2.1889396,-3.518172,-3.258491,-3.676181,-3.4461741,-3.7653,-1.7181569,-1.6012137,-5.340648,-3.922962,-5.215891,-3.5769951,-1.906656,-2.4037218,disgust
-653.4576,48.254597,-0.13332285,8.119084,-1.6965599,1.087107,-13.720276,-9.125265,-4.7165,0.8805047,-5.240344,-0.6962792,-7.8378205,1.3835183,-4.047904,-5.1300654,-1.6075872,-1.846978,-6.0737977,-2.7911537,-3.2975683,-4.8225017,-3.2522833,-2.815669,-3.2628105,-0.51432425,-2.6745722,-2.5002708,-2.889415,-2.980853,-3.218995,-3.9344873,-2.7271416,-0.8765463,-2.4988635,-2.5160756,-3.0572917,-0.8331031,1.2457442,-0.043369483,disgust
-481.52753,40.513844,-11.440233,-7.9109545,-8.748097,-4.469909,-21.605114,-16.321724,-10.560819,-2.544696,-6.5144014,-6.962961,-7.844215,-5.345254,-7.3727665,-3.1728377,-4.418424,-5.2014427,-7.960888,-3.1783893,-1.6978866,1.3074386,1.6054943,-0.2778336,2.5123346,3.0978148,2.1142347,2.4118762,3.2579572,1.7498721,2.1334004,2.6954052,1.0160172,1.3221943,-0.7680712,-1.4360094,-1.6418053,-0.19628806,-0.61758184,1.0809474,disgust
-482.2071,29.166937,-9.2695875,-0.6969303,-11.021253,-12.050214,-23.858952,-10.457275,-9.244266,-3.3289325,-8.230439,-6.717265,-10.300506,0.97347194,-6.9236813,-4.487422,-3.7747571,-7.246579,-4.6576777,-4.446314,0.017490564,-2.2861035,-0.18035471,-1.434735,-2.3420439,-2.2223728,-0.27454466,1.8753698,1.8264991,1.7109652,-0.11204269,1.2589383,2.112509,0.64200085,-2.661051,-3.2820737,-1.4475795,-0.031587083,0.24168642,-0.47398043,disgust
-511.9921,42.673805,6.1760736,-5.371595,-6.1092453,-3.9020662,-22.112774,-8.102824,-9.873948,-9.601097,-4.029754,-8.98207,-12.127626,-2.720857,-10.677544,-10.1152935,-4.2199903,-6.928351,-7.549298,-5.9879885,-5.875762,-5.9536715,-1.3923175,-2.0059776,-0.5840467,3.0455773,0.74466074,2.4377499,-0.44635472,-1.5706588,-0.22564514,0.9519437,1.7456939,1.7099006,1.0533873,0.74387705,1.1024563,2.7862024,1.9619482,2.1129193,disgust
-495.69525,39.82926,-4.1663046,-1.9334284,-4.543933,-6.8773103,-21.202309,-10.6845875,-8.116623,-5.8629823,-8.390456,-6.563281,-8.918735,-2.37909,-4.939251,-6.4551497,-2.9842396,-4.5344114,-5.6096725,-4.6454053,-3.2966022,-5.4569616,-3.247714,-3.1284258,-2.8690798,0.09858648,0.97901195,1.921835,0.96423215,0.19106264,-0.5745474,1.4485178,2.7458568,0.3490866,-0.42289272,-1.1176049,-0.477556,1.9690326,1.9133831,0.4388816,disgust
-653.6893,49.07976,-2.7870758,10.599847,-0.8936601,-4.966471,-8.713328,-9.752963,-9.3406,0.08883722,-6.607421,-0.33934385,-7.697272,-1.566564,-4.4879665,-8.290285,-2.3130448,-3.777978,-5.4795384,-4.2381625,-4.6065,-6.972729,-0.5918299,-5.223101,-3.2095537,-2.3918378,-3.646708,-2.428554,-4.8043594,-0.626217,-2.6031067,-1.5913283,0.54196215,0.973972,-1.212316,-2.1150281,-2.3626614,-0.22034147,0.6752893,-0.67586833,surprised
